Date,Close,Close,Close,Close,Close,Close
2009-12-31,7.526071071624756,54.130001068115234,32.25,15.441620826721191,116.38461303710938,16.517499923706055
2010-01-04,7.643214225769043,56.18000030517578,32.06999969482422,15.610239028930664,118.84615325927734,16.337499618530273
2010-01-05,7.656428813934326,58.02000045776367,31.989999771118164,15.541497230529785,119.46154022216797,16.40250015258789
2010-01-06,7.534643173217773,59.779998779296875,31.81999969482422,15.149715423583984,118.84615325927734,16.302499771118164
2010-01-07,7.520713806152344,62.20000076293945,31.829999923706055,14.797037124633789,125.0,16.462499618530273
2010-01-08,7.570713996887207,61.599998474121094,31.8799991607666,14.994297981262207,127.69230651855469,16.43000030517578
2010-01-11,7.503929138183594,60.869998931884766,31.360000610351562,14.971632957458496,128.92308044433594,16.227500915527344
2010-01-12,7.4185709953308105,60.43000030517578,30.81999969482422,14.70687484741211,129.0,16.204999923706055
2010-01-13,7.523213863372803,61.15999984741211,31.290000915527344,14.622441291809082,129.46153259277344,16.350000381469727
2010-01-14,7.479642868041992,61.560001373291016,31.020000457763672,14.691184043884277,128.46153259277344,16.247499465942383
2010-01-15,7.354642868041992,60.81999969482422,30.600000381469727,14.445853233337402,126.46154022216797,16.09749984741211
2010-01-19,7.679999828338623,60.650001525878906,31.010000228881836,14.635642051696777,127.23076629638672,16.177499771118164
2010-01-20,7.56178617477417,60.20000076293945,31.190000534057617,14.45606517791748,126.92308044433594,16.045000076293945
2010-01-21,7.431070804595947,59.20000076293945,30.610000610351562,14.520074844360352,123.23076629638672,15.90999984741211
2010-01-22,7.0625,57.77000045776367,29.979999542236328,13.69890308380127,123.92308044433594,15.744999885559082
2010-01-25,7.252500057220459,57.779998779296875,29.920000076293945,13.44958782196045,125.92308044433594,15.917499542236328
2010-01-26,7.355000019073486,57.709999084472656,29.65999984741211,13.509861946105957,125.76923370361328,15.9350004196167
2010-01-27,7.424285888671875,61.93000030517578,29.31999969482422,13.50189208984375,125.38461303710938,16.0
2010-01-28,7.117499828338623,62.560001373291016,29.350000381469727,13.307371139526367,124.30769348144531,15.880000114440918
2010-01-29,6.859285831451416,60.599998474121094,29.549999237060547,13.199027061462402,123.69230651855469,15.9375
2010-02-01,6.9546427726745605,61.70000076293945,29.520000457763672,13.275738716125488,125.0,16.024999618530273
2010-02-02,6.994999885559082,61.939998626708984,29.979999542236328,13.22841739654541,129.61538696289062,15.982500076293945
2010-02-03,7.115356922149658,61.459999084472656,30.75,13.470010757446289,128.3076934814453,16.0
2010-02-04,6.85892915725708,59.31999969482422,29.670000076293945,13.120322227478027,123.38461303710938,15.522500038146973
2010-02-05,6.980713844299316,58.400001525878906,29.540000915527344,13.232650756835938,121.46154022216797,15.425000190734863
2010-02-08,6.932857036590576,57.88999938964844,29.479999542236328,13.286947250366211,120.0,15.324999809265137
2010-02-09,7.006785869598389,59.7400016784668,29.84000015258789,13.360919952392578,120.0,15.6274995803833
2010-02-10,6.968571186065674,59.540000915527344,30.030000686645508,13.311355590820312,120.69230651855469,15.65999984741211
2010-02-11,7.0953569412231445,60.59000015258789,30.15999984741211,13.35992431640625,121.30769348144531,15.737500190734863
2010-02-12,7.156428813934326,59.650001525878906,30.06999969482422,13.278229713439941,119.61538696289062,15.6225004196167
2010-02-16,7.264286041259766,61.2599983215332,30.469999313354492,13.481966018676758,123.38461303710938,15.912500381469727
2010-02-17,7.23392915725708,61.81999969482422,30.860000610351562,13.40500545501709,124.23076629638672,16.1200008392334
2010-02-18,7.247499942779541,62.88999938964844,31.020000457763672,13.529787063598633,124.92308044433594,16.110000610351562
2010-02-19,7.202499866485596,63.59000015258789,31.229999542236328,13.468517303466797,124.38461303710938,16.087499618530273
2010-02-22,7.1578569412231445,63.970001220703125,31.1200008392334,13.519326210021973,125.0,16.077499389648438
2010-02-23,7.0378570556640625,62.77000045776367,30.920000076293945,13.326798439025879,122.69230651855469,16.032499313354492
2010-02-24,7.166429042816162,63.47999954223633,31.389999389648438,13.237133979797363,124.0,16.232500076293945
2010-02-25,7.214285850524902,62.869998931884766,31.360000610351562,13.111603736877441,122.46154022216797,16.540000915527344
2010-02-26,7.307857036590576,63.15999984741211,31.239999771118164,13.120820045471191,123.53845977783203,16.899999618530273
2010-03-01,7.463929176330566,64.0,31.540000915527344,13.2675199508667,122.30769348144531,17.059999465942383
2010-03-02,7.458929061889648,64.44000244140625,31.8799991607666,13.47598934173584,122.30769348144531,17.00749969482422
2010-03-03,7.476070880889893,64.44999694824219,31.639999389648438,13.582091331481934,123.30769348144531,16.90999984741211
2010-03-04,7.525356769561768,65.55000305175781,32.56999969482422,13.812975883483887,123.92308044433594,16.907499313354492
2010-03-05,7.819643020629883,67.93000030517578,33.220001220703125,14.052577018737793,125.76923370361328,17.079999923706055
2010-03-08,7.824285984039307,67.23999786376953,33.189998626708984,14.009489059448242,125.15384674072266,17.204999923706055
2010-03-09,7.965000152587891,67.79000091552734,33.310001373291016,13.952452659606934,126.84615325927734,17.232500076293945
2010-03-10,8.029999732971191,70.01000213623047,33.33000183105469,14.35743522644043,127.0,17.280000686645508
2010-03-11,8.053570747375488,70.06999969482422,33.810001373291016,14.474246978759766,126.76923370361328,17.4375
2010-03-12,8.092857360839844,69.83000183105469,33.689998626708984,14.434395790100098,131.07691955566406,17.475000381469727
2010-03-15,7.994286060333252,69.4000015258789,33.720001220703125,14.026924133300781,133.0,17.59749984741211
2010-03-16,8.016071319580078,68.72000122070312,33.75,14.077235221862793,139.0,17.594999313354492
2010-03-17,8.00428581237793,69.37999725341797,33.75,14.086200714111328,138.76922607421875,17.719999313354492
2010-03-18,8.023214340209961,70.87000274658203,33.779998779296875,14.107123374938965,139.92308044433594,18.665000915527344
2010-03-19,7.9375,70.72000122070312,33.63999938964844,13.947720527648926,139.0,18.3799991607666
